title,neg_pct
"More Americans support Trump's impeachment than oppose it for first time, poll finds",1.0
Most US voters trust the media to tell the truth more than President Trump,1.0
Movement to impeach Donald Trump well under way,1.0
Mueller Has Enough Evidence to Bring Charges in Flynn Investigation,1.0
Mueller Taps Foreign Bribery Lawyer For His Team Investigating Russian Collusion,1.0
Mueller is reportedly zeroing in on the Trump campaign's data operation — and the RNC,1.0
"Mueller obtains \"tens of thousands” of Trump transition emails",1.0
"Mueller's next move, the Steele dossier, and an NSA hack — the latest in a wild week of Trump-Russia developments",1.0
Muslim member of national security staff resigned after 8 days in Donald Trump's White House,0.0
NBA Champions Golden State unanimously decide they will not be visiting White House,1.0
NSA director frustrated Trump won't accept Russia interfered in election: report,1.0
NY AG Schneiderman Pretty Much Confirms That He Could Become Trump’s Biggest Nightmare,1.0
Navy SEAL who says he killed bin Laden: ‘A military parade is third world bulls---’,1.0
"Nazis Are Just Like You and Me, Except They're Nazis",1.0
"Nearly 100,000 New Yorkers sign petition to get rid of Melania Trump",1.0
New York County Introduces Law to Ban Conversion Therapy — and It's Called 'PENCE',1.0
No Evidence Linking Vegas Shooter to Antifa,1.0
"No, Obama not facing indictment for spying on Trump",0.0
Now we know why Republicans are attacking the FBI,1.0
Obama May Jump Into Fray as Democrats Counter Trump,1.0
Obama hosted Kelly at breakfast after son died,1.0
Obama says marijuana should be treated like ‘cigarettes or alcohol’,1.0
Obama supports protests: 'American values are at stake',1.0
Obama tells David Letterman: People no longer agree on what facts are,1.0
"Obama warns Trump: 'If you're not serious about the' presidency, 'you probably won't be there very long'",1.0
Obama's advice to Trump: 'Reality has a way of biting back',1.0
"Obama: if you were fine with big government until it served black people, rethink your biases",1.0
Obama’s subtle warning to working class Trump voters: You played yourself,1.0
Organizers behind armed white supremacist protest in Houston revealed as Russian,1.0
"Outraged a Democrat beat a pedophile, Alabama GOP votes to end special elections",1.0
O’Reilly told Trump that Putin is a killer. Trump’s reply: ‘You think our country is so innocent?’,1.0
Patriots player: 'No interest' in meeting Donald Trump after 'disgusting' comments,1.0
Paul Manafort reportedly being investigated for possible money laundering by US attorney's office in New York,1.0
Paul Manafort turns himself in to the FBI,1.0
Paul Ryan: Nunes’ source was ‘whistle blower-type person’,1.0
Pence denied request to help Carrier in 2014,1.0
Pence lies to troops about Trump’s failure to protect their pay during shutdown,1.0
Pence tweets support for gay US Olympian who trashed him: 'We are FOR YOU',0.0
"People crying, leaving Clinton headquarters - CNN Video",1.0
Pharma CEO worries Americans will say “Enough is Enough” and embrace Bernie Sanders' Single-Payer Plan,1.0
Phoenix mayor warns Trump not to hold campaign rally in searing op-ed,1.0
Plot to stop Mueller enters a new and dangerous phase,1.0
Podesta Hits Back At ‘Whack Job’ Trump Over Server Tweet: ‘Get A Grip Man’,1.0
Police arrest leaders of far-right group retweeted by Trump,1.0
PolitiFact: Trump's Russia claim is 'Lie of the Year',1.0
Poll: 4 in 10 back impeaching Trump,1.0
Poll: 40 Percent Now Support Trump Impeachment,1.0
Poll: 62 percent of Democrats and independents don't want Clinton to run again,0.0
Poll: 78 Percent think Russian investigation should be independent,1.0
Poll: Most Americans not getting bigger paychecks in wake of tax overhaul,0.0
Poll: Support for Trump impeachment rises,0.0
Pres. Trump's first negotiation was a humiliation,1.0
President Trump Now Says That Wasn’t Him on Access Hollywood Tape,1.0
President Trump Praised Australia's Universal Health Care Right After The House Repealed Obamacare,1.0
President Trump Spent Nearly One-Third of First Year in Office at Trump-Owned Properties,1.0
"President Trump admits his executive order is a ban and somewhere, his lawyers are crying",0.0
President Trump and Nikki Haley will cut funding to the U.N. after Jerusalem vote,1.0
President Trump is already calling his critics 'The enemies',1.0
President Trump is now directly implicated in trying to cover up the Russia scandal,1.0
President Trump leaves National Championship game,1.0
President Trump's Tantrum About a Judge Just Made Life Hell for His Supreme Court Nominee,1.0
Priebus: Trump Considering Amending or Abolishing 1st Amendment,1.0
Protesters get ready in case Trump fires Mueller,1.0
Puerto Rico’s utility cancels controversial $300 million contract with Montana firm hired to repair electrical grid,1.0
Putin: Trump did not bring up election meddling,1.0
Putin’s First Year in the White House,1.0
Questions arise about Trump win after officials say most Detroit voting machines were broken,1.0
Rep. Schiff: Nunes gave Trump ‘secretly altered’ version of classified memo,1.0
"Report projects ACA repeal would cost 137,000 Pennsylvania jobs and double state budget deficit",1.0
Report: Alabama Mall Banned Roy Moore in the ’80s for Pursuing Teens,1.0
Report: Donald Trump Jr. 'miserable',0.0
Report: FCC chair to push for complete repeal of net neutrality,0.0
Report: Steve Bannon Had to Be Reminded He Wasn’t the President Amidst Travel Ban Infighting,1.0
Report: Trump sons accused of selling access to father,1.0
Report: Trump was unfamiliar with the scope of the president's job when meeting Obama,1.0
Report: Trump's lawyer hand-delivered Michael Flynn a plan to lift sanctions on Russia,1.0
Republicans are trying to push a false choice between saving children’s health care or DREAMers,1.0
"Robert Mueller expands special counsel office, hires 13 lawyers",1.0
Robert Mueller’s Investigation Is Larger—and Further Along—Than You Think,1.0
"Robert Mueller’s Office Will Serve First Indictment Monday, Source Confirms",0.0
"Roy Moore's wife: Trump 'owes us a thank you,' 'you're not hearing too much about Russia'",1.0
Rudy Giuliani Confirms The FBI Leaked Information To The Trump Campaign,1.0
"Russian hired 1,000 people to create anti-Clinton 'fake news' in key US states during election, Trump-Russia hearings leader reveals",1.0
Russia’s Sanctioned Spy Chief Reportedly Met CIA Director in the U.S.,1.0
"Ryan’s Strategy May Be Backfiring, Earning GOP Blame for a Government Shutdown",1.0
"SNL Mocks Donald Trump's Inauguration Crowd Size: 'If You're Going to Lie, Don't Make It So Obvious'",1.0
SNL trolls Trump hard by having more women play his male advisers — and him,0.0
SNL’s portrayal of Steve Bannon has Trump “especially upset”,1.0
Sally Yates says the US needs more than a special counsel to get to the bottom of the Trump-Russia affair,1.0
Sanders: Losing White Working Class to Trump an 'Embarrassment' for Dems,1.0
Sarah Sanders accidentally admits Americans credit President Obama for the economy,1.0
Sarah Sanders: Trump OK With Businesses Hanging Antigay Signs,1.0
Scarborough to Trump: 'Poor leadership' is golfing while Americans die,1.0
Schiff demands Trump turn over Comey 'tapes',1.0
"Schiff has more 'evidence' of Trump-Russia collusion, obstruction",1.0
Schiff: I Have 'Grave Concerns' About Nunes Briefing Trump On Intel Collection,1.0
Schumer's shutdown reveals: Democrats will destroy America just to spite Trump,0.0
Schwarzenegger fires back at Trump: I hope you'll work as hard for Americans as you did for ratings,1.0
Schwarzenegger responds to Trump: 'Why don't we switch jobs?',1.0
Sean Spicer Out as Press Secretary,1.0
Secret CIA assessment says Russia was trying to help Trump win White House,1.0
"Secret Service out of money to pay agents because of Trump's frequent travel, large family",1.0
Sen. Chris Coons calls for hearing into possible Trump interference with US attorneys,1.0
"Sen. Collins locks office doors, refuses to answer to constituents on secret GOP tax scam.",1.0
Sen. Dianne Feinstein unilaterally releases Fusion GPS testimony,1.0
"Sen. Flake, in a bombshell Senate-floor speech, 'Mr. President, I rise today to say: Enough.'",1.0
Sen. Jeff Flake dangles possibility of running against Trump,1.0
Sen. Susan Collins faces growing pressure on tax bill as Democrats prepare to launch robocall,1.0
Senate Republicans Reject DeVos' Proposed Education Cuts,1.0
Senate blocks Trump from making recess appointments over break,1.0
Senator McConnell Objects to Military Pay Protection,1.0
Sessions argued in Clinton impeachment that presidents can obstruct justice,1.0
"Sessions discussed Trump campaign-related matters with Russian ambassador, U.S. intelligence intercepts show",1.0
"Six People Have Resigned From Trump's HIV/AIDS Advisory Council Because He \"Doesn't Care\"",1.0
Some of Trump's most fervent supporters have started to attack a school shooting survivor who has made a flurry of media appearances,0.0
Sources: McMaster Mocked Trump’s Intelligence In a Private Dinner,1.0
"Special counsel is investigating Trump for possible obstruction of justice, officials say",1.0
Spicer: Trump didn't mean wiretapping when he tweeted about wiretapping,1.0
Staff stopping Trump from striking compromise with Dems to end shutdown,0.6666666666666666
Steph Curry: It's 'beneath' Trump's position to target me,1.0
Stephen Colbert Jockeys for Hosting Gig at Donald Trump’s White House Correspondents’ Dinner,1.0
Stephen Miller had to be escorted off CNN's set after his interview with Jake Tapper went off the rails,1.0
Steve Bannon says Sean Spicer does fewer daily briefings because he 'got fatter',1.0
Steve Bannon slams @MittRomney: Roy Moore “has more honor and integrity in his pinky finger than your entire family has in its whole DNA”,1.0
Steve Bannon stepping down from Breitbart,1.0
Steve Bannon suggests Trump's lawyer 'took care' of 'a hundred' women during the presidential campaign,1.0
"Stormy Daniels has a ‘Monica Lewinsky dress’ to test for Trump’s DNA, report says",1.0
Subpoena Orders Trump To Turn Over Documents From Assault Allegations,1.0
Supreme Court reinstates Trump travel ban,1.0
"Surrounded by men, Trump reinstates Reagan-era abortion restriction",1.0
Syria signs Paris Agreement - leaving US only country in the world to refuse climate change deal,1.0
Ten-day march from Charlottesville to DC to start Monday,0.0
The 'Apprentice' contestant who accused Trump of sexual harassment just subpoenaed him,1.0
The FBI appears to be taking cues from the explosive Russia dossier that Trump called 'phony',1.0
The FCC has unveiled its plan to repeal its net neutrality rules,1.0
The GOP Is Serious About Impeaching P.A. Judges for Reversing Their Gerrymander,1.0
The GOP Tried Trump-Style Tax Cuts in Kansas. What a Mess.,1.0
The GOP is running its anti-abortion playbook against voting rights — and it’s working,0.0
The Hill: Trump base shows signs of cracking,1.0
"The Ironworker Running to Unseat Paul Ryan Wants Single-Payer Health Care, $15 Minimum Wage",0.0
The Nunes memo shows the FBI did not eavesdrop on Trump’s campaign,1.0
The Obamas (and not the Trumps) might get an invite to Prince Harry’s wedding,1.0
The State Department’s entire senior management team just resigned,1.0
The Trump Administration’s Own Data Says Obamacare Isn’t Imploding,1.0
The Trump administration just disbanded a federal advisory committee on climate change,1.0
The White House Will Keep Its Visitor Logs Secret,1.0
The backlash is building over the plan to gut net neutrality,1.0
The coming crackdown on the American press,1.0
The nonprofit director who called Michelle Obama an ‘ape in heels’ has lost her job — for good,1.0
The very bad reason Jeff Sessions is ‘very unhappy’,1.0
These Emails Are Very Explosive,1.0
These are Trump's ties to Russia,0.0
"This Independence Day, I'm calling on my fellow Americans to impeach Donald Trump",1.0
This Trump-Russia Investigation Could Last For Years,1.0
This old Donald Trump Jr. interview about Russia is now downright cringe worthy,0.0
Tillerson Asks Why U.S. Taxpayers Should Care About Ukraine,1.0
Tillerson reportedly described Trump as ‘a moron’ and was set to resign in July,1.0
Tom Hanks: Trump's call to soldier's family 'one of the biggest cock-ups on the planet Earth',1.0
Tom Price out as Trump administration health chief after outrage over pricey private jet flights,1.0
Tony Podesta stepping down from lobbying giant amid Mueller probe,1.0
Top Dem: Trump did interfere with Russia probe,1.0
Trans Activist Who Called Caitlyn Jenner A 'F**king Fraud' Is Running For Office,1.0
Trump 90 Days Ago: “My People Will Have a Full Report on Hacking Within 90 Days!”,1.0
Trump Administration Signals It Is Not Imposing New Sanctions On Russia,1.0
Trump Administration Won’t Withdraw from Paris Climate Deal,1.0
"Trump Bashes FBI and Doesn’t Impose Sanctions Against Russia—but He’s Racist, so Middle America Still Loves Him",0.0
Trump Boasts He’s Signed More Laws Than Any President Since Truman. He’s Actually Signed the Least.,1.0
Trump Calls On Only Conservative Outlets For Three Straight Press Conferences,0.0
Trump Campaigned Against Lobbyists. Now They’re on His Transition Team.,1.0
Trump Cost Taxpayers Tens Of Millions Visiting His Own Properties In 2017,1.0
Trump Creepily Singles Out Reporter At Florida Rally (Again),1.0
Trump Halts $13 Billion Obama Amtrak Plan Despite Calls For Infrastructure Spending in 2018,1.0
Trump Has Already Spent Almost Double Obama’s Annual Travel Budget,1.0
Trump Impeachment Articles Introduced by Six Democrats Calling for Hearings to Begin Immediately,1.0
Trump Indicates Tape Tweet Was Meant to Affect Comey Testimony,1.0
Trump Is a Racist. Period.,1.0
"Trump Job Approval - Disapprove 55%, Approve 40% (Gallup 2/9-2/11)",1.0
Trump Launched Campaign to Discredit Potential FBI Witnesses,1.0
"Trump Lawyer Arranged $130,000 Payment For Adult-Film Star’s Silence",1.0
"Trump Lawyer Used Private Company, Pseudonyms to Pay Porn Star ‘Stormy Daniels’",1.0
"Trump Ordered Mueller Fired, but Backed Off When White House Counsel Threatened to Quit",1.0
Trump Organization worth one tenth of value previously reported,1.0
"Trump Owes Lenders at Least $315 Million, Disclosure shows",1.0
Trump Re-tweets Alt-Right Man Who Took 'Rape Melania' Sign to Rally,1.0
Trump Rejected Military’s ISIS Strategy Because It Was Too Similar to Obama’s,1.0
Trump Spends Weekend At Bedminster Golf Club In Wake Of Comey Testimony,1.0
Trump TV’s ‘real news’ sounds more like real propaganda,1.0
"Trump Tells room full of kids \"Obamacare is death\"",1.0
"Trump Tower meeting with Russians 'treasonous', Bannon says in explosive book",1.0
Trump WH declines to recognize LGBT Pride Month,1.0
Trump White House Ethics Lawyer Exits,1.0
Trump Will Have A Hard Time Stopping The Russia Investigation — Even If He Fires Mueller,1.0
Trump actually works with Democrats to increase aid funding for Hurricanes and some GOP members are upset over it.,1.0
Trump admin scraps Obama-era proposal requiring airlines to disclose bag fees,1.0
Trump aides were in constant touch with senior Russian officials during campaign,1.0
Trump allies can't stop accidentally referring to Hillary Clinton's nonexistent administration,1.0
Trump and Stormy Daniels Had Sex Four Months After Melania Gave Birth,1.0
Trump asked Rosenstein if he was 'on my team',1.0
Trump asked the acting FBI director whom he voted for during Oval Office meeting,1.0
Trump attacks protections for immigrants from ‘shithole’ countries in Oval Office meeting,0.0
Trump attorney: We’ll challenge Mueller if he investigates old real estate deals,1.0
Trump backs out of meeting with New York Times,1.0
Trump bid to reinstate travel ban fails,1.0
"Trump blurts out classified info again, worrying Pentagon officials",1.0
"Trump brags about election to UN, turning global address into an embarrassing campaign rally",1.0
Trump called for acting FBI director’s firing hours after FBI agents raided Paul Manafort’s home,1.0
"Trump calls Democrats \"un-American\" and \"treasonous\"",1.0
Trump can't accept brown people and women calling him out,1.0
"Trump caught on video telling rich friends at the 21 Club, ‘We’ll get your taxes down — don’t worry about it’",1.0
Trump confirmed as keynote speaker for anti-LGBT conference,1.0
Trump deletes tweets backing Strange after primary loss,1.0
Trump demands cast of 'Hamilton' apologize for 'rude' behavior towards Pence,1.0
Trump derides CNN days after administration moves to block media merger,1.0
"Trump echoes David Duke, suggests Jews are behind threats to Jewish schools",1.0
Trump ends homeless vets program as their numbers rise for first time in 7 years,1.0
Trump fires back at ‘overrated’ Meryl Streep,1.0
Trump friend says president considering firing Mueller,1.0
Trump gets booed at his polling station,1.0
Trump goes off-script in hour-long public meltdown,1.0
Trump golfed as American soldiers’ bodies returned home from deadly ambush,1.0
Trump hits golf course 3 days after visiting shooting victims,1.0
Trump huddles on Air Force One with Republicans plotting to purge Mueller,1.0
"Trump is a ‘Blowhard,’ ‘I don’t like him’ and I voted for Hillary, George Bush says in new book",1.0
Trump is dangerously incompetent,1.0
Trump issues warning to McCain: 'At some point I fight back and it won’t be pretty',1.0
Trump just retweeted a fringe radio host who has attacked the Florida school shooting survivors,1.0
Trump just told the truth. He may wish he hadn’t.,1.0
Trump laughed at by UN for comments dissing Socialism.,1.0
"Trump lawyer claims the \"President cannot obstruct justice\"",1.0
Trump legal team seeking precedent to avoid Mueller interview: report,1.0
Trump meets with potential Supreme Court nominee who wants gays jailed for having sex,1.0
Trump not invited to Paris climate summit next month,1.0
"Trump on Russia probe: ‘You fight back, oh, it’s obstruction’",1.0
Trump once summoned Priebus to kill a fly in Oval Office: report,1.0
"Trump plans week-long focus on infrastructure, starting with privatizing air traffic control",1.0
Trump praises 'very smart' Putin,1.0
Trump praises crowd size while touring Harvey damage,1.0
"Trump proposes eliminating federal funding for PBS, NPR",1.0
Trump refuses to release documents to Maine secretary of state despite judge’s order,1.0
Trump says he 'should have left American basketball players arrested in China in jail',1.0
Trump says he won't fill 'a lot' of vacant appointments,1.0
"Trump says no sanctions talk with Putin, after Tillerson said they did discuss",1.0
Trump sends sexually suggestive and demeaning tweet about Gillibrand,1.0
Trump suggested softening the US stance toward Russia and easing sanctions,1.0
Trump tells Duterte of two U.S. nuclear subs in Korean waters: NYT,1.0
Trump threatens to 'compare IQ tests' with Tillerson after 'moron' report,0.0
Trump threatens to leave ObamaCare in place if repeal bill fails,0.5
Trump threatens to pull FEMA from Puerto Rico,1.0
Trump to impose 30 percent tariff on solar cell imports.,1.0
Trump to widow of Sgt. La David Johnson: 'He knew what he signed up for',0.0
Trump told McCabe to ask his wife how it felt to be a loser,1.0
Trump told Pelosi: You know I won the popular vote,1.0
Trump told friends at Mar-a-Lago 'you all just got a lot richer' after tax bill passed: report,1.0
Trump tweeted about Podesta emails 15 minutes after WikiLeaks asked Trump Jr. to: report,1.0
"Trump using campaign, RNC funds to pay Russia probe legal bills: Reuters, citing sources",1.0
Trump vents frustration over Russian probe,1.0
Trump voter lost her home to new Treasury secretary,1.0
Trump won't release memo because it refutes 'claim of vindication': Schiff,1.0
"Trump wouldn't release his tax returns, so lawmakers move to make it mandatory for California's primary",0.0
Trump ‘Sad’ Over Removal of ‘Our Beautiful Statues’,1.0
Trump's Insane Wall Street Journal Interview Got Lost in Thursday's Shithole,1.0
"Trump's New Health Care Staffer Thinks Birth Control Causes Miscarriages, Which Is Insane and Not True",1.0
Trump's inner circle is rapidly shrinking,1.0
Trump's personal lawyer hires attorney,1.0
Trump's revised travel ban order loses its first court battle,1.0
Trump's speech wasn't the scary part: All the servile Republican groveling was,1.0
"Trump, Russian billionaire say they’ve never met, but their jets did — in Charlotte",1.0
Trump-Russia emails suggest Moscow's attempt to infiltrate the campaign may have gone further than we knew,0.0
Trump: 'Nobody knew that healthcare could be so complicated',1.0
Trump: 'The Alec Baldwin situation is not good',0.0
"Trump: 'To me, winning the popular vote is easier'",1.0
Trump: 'Why was there the Civil War',1.0
Trump: FBI spending 'too much time trying to prove Russian collusion' to stop Florida shooting,1.0
Trump: I'm '100%' willing to testify under oath,1.0
Trump: My winning presidency 'on first try' shows 'genius....and a very stable genius at that',1.0
Trump: New York Times is 'fake news',1.0
Trump’s 17 cabinet-level picks have more money than a third of American households combined,1.0
Trump’s 24-Year-Old Deputy Drug Czar To Resign After Questions Over Work History,1.0
Trump’s Saturday Night Massacre Is Already Happening,1.0
Trump’s Saturday Night Massacre Is Happening Right Before Our Eyes,1.0
Trump’s newly unveiled anti-immigrant hotline bombarded with reports of space aliens,1.0
"Trump’s supporters have been duped: Working-class Americans, betrayed",1.0
Trump’s ‘Fake News’ Rhetoric Is Going To Get Someone Killed,1.0
Trump’s ‘Russia hoax’ turns out to be real,1.0
"Trump’s “election integrity” commission wants every voter’s name, party ID, and address",1.0
"Turley: 'Strange' That Dems Don't Want Clinton Probe Continued, While Supporting Russia Investigation",1.0
U.S. Republican lawmakers shift to 'yes' on healthcare bill with changes,1.0
U.S. judge denies pro-Trump groups' effort to halt Wis. recount,1.0
US Senate healthcare repeal bill fails,0.0
USA Today: Republicans are selling out everything to protect their Dear Leader. Even America.,1.0
Unhinged Fox host tries to distract from Trump’s shutdown by stalking Hillary Clinton,1.0
Utah school changes name to honor NASA engineer instead of Andrew Jackson,1.0
WH cancels Trump media event after Flynn plea,1.0
WH official: We'll say 'fake news' until media realizes attitude of attacking the President is wrong,1.0
WaPost: Putin told hackers to hurt Clinton &amp; help Trump,1.0
Warner speaks about Mueller investigation on Senate floor,1.0
Warner: Trump Jr. meeting is clear evidence,0.0
"Warren to President-Elect Trump: You Are Already Breaking Promises by Appointing Slew of Special Interests, Wall Street Elites, and Insiders to Transition Team",1.0
"Wash. GOP state senator to propose bill criminalizing \"illegal protests\"",1.0
Watch: Lawmakers appear shaken after Comey briefing on Russia,1.0
Watergate journalists Woodward and Bernstein issue warning about Donald Trump's attacks on media,1.0
We broke the Panama Papers story. Our next mission: Donald Trump,1.0
Wells Fargo CEO admits he won’t use his tax windfall to create more jobs,1.0
We’ve just hit a new presidential low,1.0
Whatever Trump Is Hiding Is Hurting All of Us Now,1.0
White House admits no phone calls from Boy Scouts or Mexican president,1.0
White House changes public voicemail to say Democrats holding government ‘hostage’,0.0
White House official says Breitbart was source of Trump's wiretaps claim,1.0
White House officials reportedly said that time Angela Merkel had to explain the 'fundamentals' of EU trade to Trump 11 times was 'humiliating',1.0
White House press secretary attacks media for accurately reporting inauguration crowds,1.0
White House spokeswoman: Trump doesn't believe Comey that Obama didn't wiretap,1.0
White House walks back promise about Trump donating his ‘personal money’ to Harvey victims,1.0
Why Didn't the White House Release a Readout of the Call Between Donald Trump and Vladimir Putin?,1.0
Why I’m Moving Back to Ohio to Help Unseat My Congressman,1.0
"Why Trump gets more hype out of 1,000 jobs than Obama does out of 16 million",1.0
Why is Steve Bannon given a pass when Jeremiah Wright was kicked to the curb for less?,1.0
"Why is Trump flailing? Because Americans hate his agenda, and it’s based on lies",1.0
Will the FISA memo turn into Obama's Watergate?,1.0
Woman refuses to remove crude anti-Trump message from pickup,1.0
Woman shares new evidence of relationship with Roy Moore when she was 17,1.0
Woman who accused Franken says she accepts his apology,1.0
Women lead unprecedented worldwide mass protests against Trump,1.0
Women's March in Chicago draws thousands more than last year,1.0
"Women's March on Denver swells to more than 100,000",1.0
Women's March on Washington set to be one of America's biggest protests,1.0
Wyden wants records on sale of Trump mansion to Russian,1.0
"Yes, liberals are planning town hall protests. It's called democracy",1.0
‘Everything is on the table’ for Trump’s testimony before Mueller: report,1.0
‘Evidence of Mental Deterioration’: Trump Wrestling Tweet Sparks Call to Invoke 25th Amendment,1.0
‘I no longer have to be politically correct’: GOP politician arrested after grabbing a woman in her genital area,1.0
"‘I’ll give her a week’ to lose the baby weight, Trump said of Melania, months before alleged tryst with porn star",1.0
‘Lie after lie after lie’: Fox News’ Shepard Smith has a Cronkite moment on Russia,1.0
"‘President Miller’s’ Shutdown: Yes, Republicans Will Be Blamed—and They Should Be",0.0
‘There’s a Smell of Treason in the Air’,1.0
‘Trump Played Me For A Fool’: Disgruntled Kentucky Trump Supporter Laments Not Having Voted For Hillary,1.0
"‘Unelected, unqualified': The Internet’s reaction to Ivanka Trump taking her dad’s seat at G-20",1.0
“A poor person’s idea of a rich person”: Vanity Fair hits Donald Trump where it hurts,0.0
“I Hate Everyone in the White House!”: Trump Seethes as Advisers Fear the President Is “Unraveling”,1.0
“Morning Joe” reveals the secret panic of GOP lawmakers after Trump’s unhinged press conference,1.0
“No Jones? No Vote.” Americans flood Senate halls to stop GOP from ramming tax bill.,1.0
“There are Thousands of Us”: Mental Health Professionals Warn of Trump’s Increasing Instability,1.0
“This is not Fox.” Joy Reid shuts down Trump adviser who implies Clintons killed someone,1.0
“You can’t overstate the paranoia.” WH reporter exposes West Wing freakout over Mueller,1.0
